,train,val,test
78,patient_035_DEF,,
79,patient_035_ABC,,
80,patient_035_KL,,
81,patient_036_AB,,
82,patient_036_EF,,
83,patient_036_CD,,
84,patient_037_A,,
85,patient_037_BC,,
86,patient_037_DEF,,
87,patient_038_FGH,,
88,patient_038_ABC,,
89,patient_038_DE,,
90,patient_039_DEF,,
91,patient_039_ABC,,
92,patient_041_DEF,,
93,patient_041_ABC,,
94,patient_042_DE,,
95,patient_042_ABC,,
96,patient_044_DEF,,
97,patient_044_ABC,,
98,patient_045_DEF,,
99,patient_045_ABC,,
100,patient_046_AB,,
101,patient_046_CD,,
102,patient_046_GH,,
103,patient_046_EF,,
104,patient_047_EF,,
105,patient_047_CD,,
106,patient_047_AB,,
107,patient_048_G,,
108,patient_048_ABC,,
109,patient_048_DEF,,
110,patient_049_ABC,,
111,patient_049_L,,
112,patient_049_GHK,,
113,patient_049_DEF,,
114,patient_050_ABC,,
115,patient_050_DEF,,
116,patient_051_ABC,,
117,patient_051_GH,,
118,patient_051_DEF,,
119,patient_052_DEF,,
120,patient_052_ABC,,
121,patient_053_DEF,,
122,patient_053_ABC,,
123,patient_054_KL,,
124,patient_054_GH,,
125,patient_054_DEF,,
126,patient_054_ABC,,
127,patient_055_ABC,,
128,patient_055_DEF,,
129,patient_057_DEF,,
130,patient_057_ABC,,
131,patient_058_ABC,,
132,patient_058_GH,,
133,patient_058_DEF,,
134,patient_058_KL,,
135,patient_059_AB,,
136,patient_059_EF,,
137,patient_059_CD,,
138,patient_060_DEF,,
139,patient_060_ABC,,
140,patient_061_ABC,,
141,patient_064_ABC,,
142,patient_064_DEF,,
143,patient_064_LMN,,
144,patient_064_GHK,,
145,patient_065_ABC,,
146,patient_065_DEF,,
147,patient_067_AB,,
148,patient_069_F,,
149,patient_069_CD,,
150,patient_069_AB,,
151,patient_069_E,,
152,patient_071_KL,,
153,patient_071_ABC,,
154,patient_071_DE,,
155,patient_071_FGH,,
156,patient_073_ABC,,
157,patient_073_DEF,,
158,patient_074_GH,,
159,patient_074_ABC,,
160,patient_074_DEF,,
161,patient_075_DEF,,
162,patient_075_ABC,,
163,patient_076_C,,
164,patient_076_ABD,,
165,patient_076_EF,,
166,patient_079_DEF,,
167,patient_080_ABC,,
168,patient_080_DEF,,
169,patient_081_ABC,,
170,patient_081_DEF,,
171,patient_082_ABC,,
172,patient_082_DEF,,
173,patient_084_ABC,,
174,patient_084_DEF,,
175,patient_086_EF,,
176,patient_086_AB,,
177,patient_086_CD,,
178,patient_087_DEF,,
179,patient_087_ABC,,
180,patient_089_EF,,
181,patient_089_CD,,
182,patient_089_AB,,
183,patient_090_ABC,,
184,patient_090_GH,,
185,patient_090_DEF,,
186,patient_091_DE,,
187,patient_091_AB,,
188,patient_092_ABC,,
189,patient_092_DEF,,
190,patient_093_AB,,
191,patient_093_CD,,
192,patient_094_ABC,,
193,patient_094_DEF,,
194,patient_095_ABC,,
195,patient_095_DEF,,
196,patient_097_ABC,,
197,patient_097_DEF,,
198,patient_098_DEF,,
199,patient_098_LMN,,
200,patient_098_GHK,,
201,patient_098_ABC,,
202,patient_099_ABC,,
203,patient_099_DEF,,
204,patient_099_GHK,,
205,patient_100_ABC,,
206,patient_100_DEF,,
207,patient_101_ABC,,
208,patient_101_DEF,,
209,patient_102_AB,,
210,patient_102_MN,,
211,patient_102_GH,,
212,patient_102_KL,,
213,patient_102_CD,,
214,patient_102_EF,,
215,patient_103_DEF,,
216,patient_103_ABC,,
217,patient_104_EF,,
218,patient_104_AB,,
219,patient_104_CD,,
220,patient_105_GHK,,
221,patient_105_ABC,,
222,patient_105_DEF,,
223,patient_108_EF,,
224,patient_108_AB,,
225,patient_108_CD,,
226,patient_110_DEF,,
227,patient_110_ABC,,
228,patient_111_EF,,
229,patient_111_CD,,
230,patient_111_AB,,
231,patient_112_ABC,,
232,patient_112_DEF,,
233,patient_113_DEF,,
234,patient_114_AB,,
235,patient_114_CD,,
236,patient_114_EF,,
237,patient_115_ABC,,
238,patient_115_DEF,,
239,patient_116_AB,,
240,patient_117_ABC,,
241,patient_117_FGH,,
242,patient_117_KL,,
243,patient_117_DE,,
244,patient_118_DEF,,
245,patient_118_ABC,,
246,patient_119_L,,
247,patient_119_ABC,,
248,patient_119_DEF,,
249,patient_119_GHK,,
250,patient_120_GH,,
251,patient_120_ABC,,
252,patient_120_DEF,,
253,patient_121_AB,,
254,patient_121_CD,,
255,patient_123_EF,,
256,patient_124_CD,,
257,patient_124_AB,,
258,patient_124_EF,,
259,patient_125_DEF,,
260,patient_125_ABC,,
261,patient_126_AB,,
262,patient_126_CD,,
263,patient_126_EF,,
264,patient_128_DEF,,
265,patient_128_ABC,,
266,patient_128_KL,,
267,patient_128_GH,,
268,patient_129_ABC,,
269,patient_129_DEF,,
270,patient_130_ABC,,
271,patient_130_DEF,,
272,patient_131_EF,,
273,patient_131_AB,,
274,patient_131_CD,,
275,patient_132_DEF,,
276,patient_132_ABC,,
277,patient_133_DEF,,
278,patient_133_ABC,,
279,patient_133_GH,,
280,patient_134_ABC,,
281,patient_134_KL,,
282,patient_134_FGH,,
283,patient_134_DE,,
284,patient_135_DEF,,
285,patient_135_ABC,,
286,patient_136_DE,,
287,patient_136_FG,,
288,patient_137_GHK,,
289,patient_137_DEF,,
290,patient_137_ABC,,
291,patient_139_ABC,,
292,patient_139_GH,,
293,patient_139_DEF,,
294,patient_139_KL,,
295,patient_141_CD,,
296,patient_141_EF,,
297,patient_142_DEF,,
298,patient_142_ABC,,
299,patient_143_F,,
300,patient_143_C,,
301,patient_143_DE,,
302,patient_143_AB,,
303,patient_144_CD,,
304,patient_144_AB,,
305,patient_144_EF,,
306,patient_145_GHK,,
307,patient_145_LMN,,
308,patient_145_DEF,,
309,patient_145_ABC,,
310,patient_146_ABC,,
311,patient_146_DEF,,
312,patient_147_DEF,,
313,patient_147_ABC,,
314,patient_149_DEF,,
315,patient_150_DEF,,
316,patient_150_KL,,
317,patient_150_ABC,,
318,patient_150_GH,,
319,patient_151_CD,,
320,patient_151_EF,,
321,patient_151_AB,,
322,patient_152_DEF,,
323,patient_152_ABC,,
324,patient_153_DEF,,
325,patient_153_ABC,,
326,patient_154_CD,,
327,patient_154_ABC,,
328,patient_156_ABC,,
329,patient_156_DEF,,
330,patient_160_G,,
331,patient_160_D,,
332,patient_160_R,,
333,patient_160_H,,
334,patient_160_M,,
335,patient_160_L,,
336,patient_160_K,,
337,patient_160_B,,
338,patient_160_A,,
339,patient_160_N,,
340,patient_160_E,,
341,patient_160_C,,
342,patient_160_F,,
343,patient_160_P,,
344,patient_161_ABC,,
345,patient_162_ABC,,
346,patient_162_DEF,,
347,patient_163_DEF,,
348,patient_163_ABC,,
349,patient_164_ABC,,
350,patient_164_DEF,,
351,patient_165_AB,,
352,patient_165_CDE,,
353,patient_166_DEF,,
354,patient_166_ABC,,
355,patient_167_CD,,
356,patient_167_EF,,
357,patient_167_AB,,
358,patient_168_DEF,,
359,patient_168_ABC,,
360,patient_169_ABC,,
361,patient_169_DEF,,
362,patient_169_GH,,
363,patient_170_KL,,
364,patient_170_GH,,
365,patient_170_DEF,,
366,patient_170_ABC,,
367,patient_171_B,,
368,patient_171_D,,
369,patient_171_C,,
370,patient_171_M,,
371,patient_171_L,,
372,patient_171_N,,
373,patient_171_H,,
374,patient_171_E,,
375,patient_171_A,,
376,patient_171_K,,
377,patient_171_F,,
378,patient_171_G,,
379,patient_172_GH,,
380,patient_172_ABC,,
381,patient_172_KL,,
382,patient_172_DEF,,
383,patient_173_FGH,,
384,patient_173_KL,,
385,patient_173_ABC,,
386,patient_173_DE,,
387,patient_174_ABC,,
388,patient_174_DEF,,
389,patient_175_DEF,,
390,patient_175_ABC,,
391,patient_177_ABC,,
392,patient_177_DEF,,
393,patient_178_ABC,,
394,patient_178_DE,,
395,patient_178_KL,,
396,patient_178_FGH,,
397,patient_179_GH,,
398,patient_179_ABC,,
399,patient_179_DEF,,
400,patient_180_AB,,
401,patient_180_CD,,
402,patient_180_EFG,,
403,patient_182_DEF,,
404,patient_182_ABC,,
405,patient_183_ABC,,
406,patient_183_DEF,,
407,patient_184_ZZZ,,
408,patient_185_DEF,,
409,patient_185_ABC,,
410,patient_186_GH,,
411,patient_186_DEF,,
412,patient_186_ABC,,
413,patient_189_CD,,
414,patient_189_EF,,
415,patient_189_AB,,
416,patient_190_ABC,,
417,patient_190_DEF,,
418,patient_192_DEF,,
419,patient_192_ABC,,
420,patient_193_EFG,,
421,patient_193_ABCD,,
422,patient_194_ABC,,
423,patient_194_DEF,,
424,patient_195_AB,,
425,patient_195_CD,,
426,patient_195_EF,,
427,patient_196_ABC,,
428,patient_196_DE,,
429,patient_197_DEF,,
430,patient_197_ABC,,
431,patient_198_EF,,
432,patient_198_AB,,
433,patient_198_CD,,
434,patient_199_DEF,,
435,patient_199_ABC,,
436,patient_200_AB,,
437,patient_201_DEF,,
438,patient_201_ABC,,
439,patient_201_KL,,
440,patient_201_GH,,
441,patient_204_DEF,,
442,patient_204_ABC,,
443,patient_205_ABC,,
444,patient_205_DEF,,
445,patient_205_KL,,
446,patient_205_GH,,
447,patient_206_CD,,
448,patient_206_EF,,
449,patient_207_ABC,,
450,patient_207_FG,,
451,patient_207_DE,,
452,patient_208_ABC,,
453,patient_208_DEF,,
454,patient_210_L,,
455,patient_210_ABC,,
456,patient_210_GHK,,
457,patient_210_DEF,,
458,patient_212_DEF,,
459,patient_212_ABC,,
460,patient_213_ABC,,
461,patient_213_LMN,,
462,patient_213_DEF,,
463,patient_213_GHK,,
